Experiment,Method,Classifier,"Train_MulticlassPrecision{MLJBase.MacroAvg, OrderedCollections.LittleDict}","Test_MulticlassPrecision{MLJBase.MacroAvg, OrderedCollections.LittleDict}"
64,ldbkemd,LDA,0.9203802733214498,0.885748003279454
19,original,CT,1.0,0.8247014758464841
19,original,LDA,1.0,0.7365762439219754
19,ldbk,CT,1.0,0.8756470232736133
19,ldbk,LDA,0.9306547619047619,0.8821747634908271
19,ldbkash,CT,1.0,0.545536687324127
19,ldbkash,LDA,0.7533037138300296,0.5302009014988109
19,ldbkemd,CT,1.0,0.8861677178871725
19,ldbkemd,LDA,0.9237472766884531,0.8497583029788723
91,original,CT,1.0,0.7914569621886695
91,original,LDA,1.0,0.6931302401123745
91,ldbk,CT,1.0,0.8807811140022694
91,ldbk,LDA,0.9209876543209876,0.8541687432052504
91,ldbkash,CT,1.0,0.8581542115982835
91,ldbkash,LDA,0.9334271771771772,0.802072968941713
91,ldbkemd,CT,1.0,0.861217501895468
91,ldbkemd,LDA,0.8924924924924925,0.8689913369030516
69,original,CT,1.0,0.8160732500451394
69,original,LDA,1.0,0.6543777543777545
69,ldbk,CT,1.0,0.8998856276728514
69,ldbk,LDA,0.9011904761904762,0.8692666675097798
69,ldbkash,CT,1.0,0.6685060284296318
69,ldbkash,LDA,0.7293731231231231,0.5524094224335965
69,ldbkemd,CT,1.0,0.9230185549546053
69,ldbkemd,LDA,0.8828282828282829,0.8665985856830274
60,original,CT,1.0,0.8397588033695185
60,original,LDA,1.0,0.6450963743588645
60,ldbk,CT,1.0,0.8451121880796756
60,ldbk,LDA,0.823953823953824,0.8918609348485913
60,ldbkash,CT,1.0,0.6130727552253921
60,ldbkash,LDA,0.7236093236093236,0.5207017181102547
60,ldbkemd,CT,1.0,0.8519782354651824
60,ldbkemd,LDA,0.823953823953824,0.8914035574110919
97,original,CT,1.0,0.7821654461897188
97,original,LDA,1.0,0.6693919624064018
97,ldbk,CT,1.0,0.8823669690451698
97,ldbk,LDA,0.8924924924924925,0.8542734282050598
97,ldbkash,CT,1.0,0.8051217254394892
97,ldbkash,LDA,0.7163690476190476,0.6397406880053413
97,ldbkemd,CT,1.0,0.8619814021348549
97,ldbkemd,LDA,0.9046788724208079,0.8802290374094556
4,original,CT,1.0,0.8017989417989418
4,original,LDA,1.0,0.6854658534850764
4,ldbk,CT,1.0,0.9030947576608646
4,ldbk,LDA,0.8964912280701754,0.8378572751637767
4,ldbkash,CT,1.0,0.7012900831848505
4,ldbkash,LDA,0.8080808080808081,0.5319890902279791
4,ldbkemd,CT,1.0,0.9169669117228066
4,ldbkemd,LDA,0.9027777777777778,0.8483829876559057
22,original,CT,1.0,0.8075309692110214
22,original,LDA,1.0,0.6540592722826304
22,ldbk,CT,1.0,0.8740425204029567
22,ldbk,LDA,0.9105763517528224,0.89699066579091
22,ldbkash,CT,1.0,0.8799972103250792
22,ldbkash,LDA,0.9410714285714286,0.8696990201388672
22,ldbkemd,CT,1.0,0.8568645745212338
22,ldbkemd,LDA,0.9211309523809523,0.8930646683308565
11,original,CT,1.0,0.8659659384867462
11,original,LDA,1.0,0.7093728839267928
11,ldbk,CT,1.0,0.9257262071038348
11,ldbk,LDA,0.9304812834224598,0.8934607548655887
11,ldbkash,CT,1.0,0.5323978349369136
11,ldbkash,LDA,0.6245172311348781,0.36594532099764876
11,ldbkemd,CT,1.0,0.8889137163273342
11,ldbkemd,LDA,0.9203802733214498,0.8895581179894906
35,original,CT,1.0,0.8642867748076071
35,original,LDA,1.0,0.7466638604323474
35,ldbk,CT,1.0,0.8909392593794143
35,ldbk,LDA,0.8959140274929749,0.8745710181636759
35,ldbkash,CT,1.0,0.5857135037185832
35,ldbkash,LDA,0.6361467958831042,0.3654592370690706
35,ldbkemd,CT,1.0,0.9426846541400999
35,ldbkemd,LDA,0.9165907192222982,0.8832190805906552
13,original,CT,1.0,0.8640321625973941
13,original,LDA,1.0,0.749144038756469
13,ldbk,CT,1.0,0.9204662404434458
13,ldbk,LDA,0.9041137326073805,0.8792477195296187
13,ldbkash,CT,1.0,0.5714850332462673
13,ldbkash,LDA,0.7452861952861953,0.5600937509981947
13,ldbkemd,CT,1.0,0.8741302977606134
13,ldbkemd,LDA,0.8924924924924925,0.8800201051399944
15,original,CT,1.0,0.8302867584944169
15,original,LDA,1.0,0.6720768984457746
15,ldbk,CT,1.0,0.9094647912412288
15,ldbk,LDA,0.9327327327327327,0.8779704342376577
15,ldbkash,CT,1.0,0.7056726440709276
15,ldbkash,LDA,0.8501602564102564,0.7406514577873826
15,ldbkemd,CT,1.0,0.9265833475786182
15,ldbkemd,LDA,0.9327327327327327,0.8774054903410666
61,original,CT,1.0,0.858915872924235
61,original,LDA,1.0,0.6384651697207182
61,ldbk,CT,1.0,0.8787119859471516
61,ldbk,LDA,0.88125,0.8873934834901231
61,ldbkash,CT,1.0,0.6879422106793212
61,ldbkash,LDA,0.6697898592635434,0.5110124728081684
61,ldbkemd,CT,1.0,0.8823959759975034
61,ldbkemd,LDA,0.88125,0.889961163695341
67,original,CT,1.0,0.8303113914071738
67,original,LDA,1.0,0.746367152807184
67,ldbk,CT,1.0,0.8941523563083196
67,ldbk,LDA,0.9209876543209876,0.8805800696021516
67,ldbkash,CT,1.0,0.5740760766533961
67,ldbkash,LDA,0.7645757020757021,0.5128891614319353
67,ldbkemd,CT,1.0,0.8791067743957623
67,ldbkemd,LDA,0.9237237237237237,0.8885926409180825
16,original,CT,1.0,0.892589883816024
16,original,LDA,1.0,0.6480787129371095
16,ldbk,CT,1.0,0.9137572869190234
16,ldbk,LDA,0.9105763517528224,0.8723468903508791
16,ldbkash,CT,1.0,0.618032879989602
16,ldbkash,LDA,0.6310892172961138,0.45311660196479464
16,ldbkemd,CT,1.0,0.883387352005452
16,ldbkemd,LDA,0.898989898989899,0.874753490156677
100,original,CT,1.0,0.8511437709917925
100,original,LDA,1.0,0.731419332783491
100,ldbk,CT,1.0,0.8941035409918615
100,ldbk,LDA,0.944202266782912,0.9177112357678205
100,ldbkash,CT,1.0,0.8642745243768262
100,ldbkash,LDA,0.892645180677635,0.7022899532333495
100,ldbkemd,CT,1.0,0.8753738305670582
100,ldbkemd,LDA,0.963963963963964,0.9135518348702626
40,original,CT,1.0,0.8322999048415051
40,original,LDA,1.0,0.7203275776247642
40,ldbk,CT,1.0,0.9024412680825136
40,ldbk,LDA,0.8831734960767219,0.8903826655010519
40,ldbkash,CT,1.0,0.7358782043091723
40,ldbkash,LDA,0.7504964171630838,0.5829001287905398
40,ldbkemd,CT,1.0,0.8768117373110117
40,ldbkemd,LDA,0.8822510822510823,0.8859455388093159
21,original,CT,1.0,0.8282967153178654
21,original,LDA,1.0,0.6854044208014352
21,ldbk,CT,1.0,0.8936720450581934
21,ldbk,LDA,0.9146959459459459,0.8654704978844259
21,ldbkash,CT,1.0,0.8706824532595857
21,ldbkash,LDA,0.8808732486151841,0.8863445359643461
21,ldbkemd,CT,1.0,0.8856751729197233
21,ldbkemd,LDA,0.8796420083184789,0.8850846870468045
38,original,CT,1.0,0.8324628469462328
38,original,LDA,1.0,0.6614119677206516
38,ldbk,CT,1.0,0.9158831348843777
38,ldbk,LDA,0.8707664884135472,0.8705081667074835
38,ldbkash,CT,1.0,0.8870026768103692
38,ldbkash,LDA,0.88125,0.8771959588342295
38,ldbkemd,CT,1.0,0.9227079238815563
38,ldbkemd,LDA,0.8707664884135472,0.8705081667074835
46,original,CT,1.0,0.819282819828944
46,original,LDA,1.0,0.6519825304662776
46,ldbk,CT,1.0,0.8902016239070878
46,ldbk,LDA,0.8941102756892231,0.8926629166159217
46,ldbkash,CT,1.0,0.6413673311960142
46,ldbkash,LDA,0.7047538200339558,0.55083970525147
46,ldbkemd,CT,1.0,0.8828941067778036
46,ldbkemd,LDA,0.8703703703703703,0.8921964277221803
72,original,CT,1.0,0.792273092369478
72,original,LDA,1.0,0.6510062391503526
72,ldbk,CT,1.0,0.8638191845643686
72,ldbk,LDA,0.9125224014336918,0.8751017406748731
72,ldbkash,CT,1.0,0.6227395045396469
72,ldbkash,LDA,0.7122765398627467,0.5048119603805228
72,ldbkemd,CT,1.0,0.9266332137205427
72,ldbkemd,LDA,0.9046788724208079,0.8761839036732975
83,original,CT,1.0,0.8401679763248531
83,original,LDA,1.0,0.5953993826922004
83,ldbk,CT,1.0,0.8621275160401176
83,ldbk,LDA,0.9222222222222223,0.88050651707639
83,ldbkash,CT,1.0,0.6460618168784287
83,ldbkash,LDA,0.7487711892606219,0.5386281249731899
83,ldbkemd,CT,1.0,0.8885795581789679
83,ldbkemd,LDA,0.8923520923520923,0.8669272852964328
45,original,CT,1.0,0.8510306200268677
45,original,LDA,1.0,0.7447882952546463
45,ldbk,CT,1.0,0.8522031143305252
45,ldbk,LDA,0.8925888363008039,0.8887779392738869
45,ldbkash,CT,1.0,0.5580346946774355
45,ldbkash,LDA,0.6661394937257006,0.4629004839443427
45,ldbkemd,CT,1.0,0.8759918913448896
45,ldbkemd,LDA,0.8893357291577536,0.8886817716010998
68,original,CT,1.0,0.8034972405890003
68,original,LDA,1.0,0.6785120245545355
68,ldbk,CT,1.0,0.8978928273690172
68,ldbk,LDA,0.9036036036036036,0.9052793101640151
68,ldbkash,CT,1.0,0.6887184968496849
68,ldbkash,LDA,0.7505655634687893,0.5666609417312782
68,ldbkemd,CT,1.0,0.9148883673097019
68,ldbkemd,LDA,0.8906714200831848,0.9090391416411916
56,original,CT,1.0,0.8500548232507956
56,original,LDA,1.0,0.7975913499399634
56,ldbk,CT,1.0,0.8924314171667298
56,ldbk,LDA,0.9393939393939394,0.8826902704453725
56,ldbkash,CT,1.0,0.6230464368503701
56,ldbkash,LDA,0.6347338935574229,0.42032779815219135
56,ldbkemd,CT,1.0,0.8961652021711073
56,ldbkemd,LDA,0.9393939393939394,0.8826902704453725
36,original,CT,1.0,0.8556999192742397
36,original,LDA,1.0,0.7803606796160604
36,ldbk,CT,1.0,0.9037664898404041
36,ldbk,LDA,0.9314814814814815,0.9016077698942149
36,ldbkash,CT,1.0,0.8059802598904746
36,ldbkash,LDA,0.7536945812807881,0.5809744873843949
36,ldbkemd,CT,1.0,0.914831317409688
36,ldbkemd,LDA,0.9314814814814815,0.9016077698942149
66,original,CT,1.0,0.8422172049556992
66,original,LDA,1.0,0.7330278090596929
66,ldbk,CT,1.0,0.9245771356698606
66,ldbk,LDA,0.9107142857142857,0.8735842203491107
66,ldbkash,CT,1.0,0.882258363451024
66,ldbkash,LDA,0.9036036036036036,0.870894691351807
66,ldbkemd,CT,1.0,0.9277739621489621
66,ldbkemd,LDA,0.9011904761904762,0.8654428917107915
76,original,CT,1.0,0.8471804801597173
76,original,LDA,1.0,0.7082580952229434
76,ldbk,CT,1.0,0.8941595297795435
76,ldbk,LDA,0.9522102747909199,0.8825033132929024
76,ldbkash,CT,1.0,0.46765000607614515
76,ldbkash,LDA,0.6933558558558559,0.4757668318910888
76,ldbkemd,CT,1.0,0.9544843160315576
76,ldbkemd,LDA,0.9522102747909199,0.8830531222666808
95,original,CT,1.0,0.7740066507391604
95,original,LDA,1.0,0.6572190649446508
95,ldbk,CT,1.0,0.8533582024964715
95,ldbk,LDA,0.8617458183990442,0.8434729892578052
95,ldbkash,CT,1.0,0.6241498138777171
95,ldbkash,LDA,0.7364800074477493,0.6933023082053145
95,ldbkemd,CT,1.0,0.8401154352364519
95,ldbkemd,LDA,0.8585172608941709,0.844271929812925
85,original,CT,1.0,0.8479495361120204
85,original,LDA,1.0,0.7140574161579232
85,ldbk,CT,1.0,0.8976914199342375
85,ldbk,LDA,0.8805704099821747,0.8764693432320667
85,ldbkash,CT,1.0,0.7555493591928205
85,ldbkash,LDA,0.7746927803379416,0.6408301849849369
85,ldbkemd,CT,1.0,0.9343432126842265
85,ldbkemd,LDA,0.9107142857142857,0.8891901836914624
48,original,CT,1.0,0.8424871319608161
48,original,LDA,1.0,0.6214392303488503
48,ldbk,CT,1.0,0.9163169903723078
48,ldbk,LDA,0.9131944444444444,0.8922253951907488
48,ldbkash,CT,1.0,0.681289975209439
48,ldbkash,LDA,0.7819088319088319,0.564731887742443
48,ldbkemd,CT,1.0,0.9059356332814734
48,ldbkemd,LDA,0.9131944444444444,0.8898884178295943
18,original,CT,1.0,0.8360064950678355
18,original,LDA,1.0,0.6393122787225964
18,ldbk,CT,1.0,0.831568406218706
18,ldbk,LDA,0.8935185185185185,0.8905591616400035
18,ldbkash,CT,1.0,0.6736384008485314
18,ldbkash,LDA,0.7413982153660013,0.6225441225441226
18,ldbkemd,CT,1.0,0.8414087685254014
18,ldbkemd,LDA,0.9056869369369369,0.8943929681804725
30,original,CT,1.0,0.8489925533403795
30,original,LDA,1.0,0.7357787915245129
30,ldbk,CT,1.0,0.8966125627764363
30,ldbk,LDA,0.9438438438438439,0.8881050967179441
30,ldbkash,CT,1.0,0.6336383941306221
30,ldbkash,LDA,0.7932098765432098,0.5583998351755415
30,ldbkemd,CT,1.0,0.9290963995641328
30,ldbkemd,LDA,0.9321983273596177,0.8913889391411552
3,original,CT,1.0,0.8608085252780528
3,original,LDA,1.0,0.6718496736197952
3,ldbk,CT,1.0,0.9009635050480455
3,ldbk,LDA,0.9295343137254902,0.8942265670052298
3,ldbkash,CT,1.0,0.5426702971497159
3,ldbkash,LDA,0.5943316897909261,0.48829685932605615
3,ldbkemd,CT,1.0,0.9208369915448229
3,ldbkemd,LDA,0.9314814814814815,0.9019674140292697
